lot_area,firstfloor_sqft,living_area,bath,garage_area,price
7875,807,1509,2,393,180000
14859,1670,1670,2,690,240000
6173,902,902,1,288,125500
9920,1063,1063,1,280,128000
13501,1636,1636,2,865,255000
11500,1020,2057,1,180,250000
8885,902,902,1,484,131000
12589,742,1484,2,390,174000
11600,1105,2274,2,480,154300
9286,1268,1268,1,252,143500
6120,1015,1015,1,450,88000
6270,1001,2002,2,871,145000
3000,612,1224,2,528,173733
2001,546,1092,1,286,75000
9000,480,480,0,308,35311
17140,1229,1229,1,284,135000
13125,912,2127,2,833,238000
11029,1414,1414,1,601,176500
8462,936,1721,2,471,201000
8777,1272,2200,2,0,145900
10237,1316,1316,2,397,169990
8012,1617,1617,2,533,193000
10240,1686,1686,2,612,207500
15611,1126,1126,2,540,175000
11999,1234,2374,2,656,285000
9900,1098,1978,2,486,176000
11838,1788,1788,2,522,236500
13006,993,2236,2,642,222000
8925,1466,1466,2,610,201000
9100,925,925,1,429,117500
11670,1905,1905,2,788,320000
8487,1500,1500,2,570,190000
27650,2069,2069,2,505,242000
5825,747,747,1,528,79900
10083,1200,1200,2,555,184900
9675,1113,1971,2,689,253000
8760,1391,1962,2,868,239799
24090,1207,2403,2,349,244400
12640,1728,1728,2,574,150900
8755,1022,2060,2,390,214000
7711,1440,1440,2,0,150000
25000,1632,1632,2,576,143000
14375,1344,1344,1,525,137500
8820,1188,1869,1,456,124900
8163,1144,1144,1,796,143000
14536,1629,1629,2,808,270000
14006,936,1776,2,474,192500
9360,1381,1381,1,676,197500
7200,864,864,1,720,129000
7800,965,965,1,300,119900
7200,768,768,1,396,133900
11075,1168,1968,2,530,172000
9400,980,980,2,0,127500
7136,979,1958,2,492,145000
1300,561,1229,1,462,124000
7420,1057,1057,1,576,132000
8450,1337,1337,2,531,185000
2572,696,1416,2,484,155000
7207,858,858,1,0,116500
12227,1542,2872,2,619,272000
2308,804,1548,2,440,155000
11923,1800,1800,2,702,239000
11316,824,1894,2,510,214900
10237,783,1484,2,393,178900
9600,976,1308,1,256,160000
7390,1098,1098,1,260,135000
5925,600,968,1,0,37900
10382,1095,1095,1,264,140000
10800,720,1192,1,0,135000
2268,764,1626,2,474,173000
7892,918,918,2,264,99500
11639,1428,1428,2,480,182000
11414,1136,2019,1,532,167500
2651,673,1382,2,490,165000
5900,869,869,1,0,85500
4274,1241,1241,1,569,199900
9450,894,894,1,400,110000
8816,1121,1121,1,480,139000
12122,999,999,1,588,178400
12203,1276,2612,2,676,336000
3182,1266,1266,2,388,159895
11250,1149,2290,2,779,255900
10125,1302,1734,2,539,126000
10880,1164,1164,1,240,125000
5310,1001,1635,1,255,117000
10159,1940,1940,2,606,395192
12046,1118,2030,2,551,195000
8125,778,1576,2,614,197000
9452,1407,2392,2,870,348000
17671,916,1742,1,424,168000
9760,1020,1851,2,440,187000
8846,750,1500,2,564,173900
12456,1718,1718,2,786,337500
4712,774,1230,1,305,121600
10659,1050,1050,1,368,136500
11717,1442,1442,2,615,185000
9786,1077,1077,1,210,91000
6762,1208,1208,2,632,206000
10206,944,944,1,528,82000
5400,691,691,1,216,86000
11957,1574,1574,2,824,232000
11500,1680,1680,2,528,136905
3182,1504,1504,2,457,181000
8385,985,985,2,328,149900
12155,1657,1657,2,484,163500
2217,546,1092,1,286,88000
12118,1710,1710,2,550,240000
6000,1008,1522,2,0,102000
21286,720,1271,2,312,135000
9825,1664,1664,2,0,100000
10592,900,1502,1,180,165000
7200,1022,1022,1,280,85000
11664,1082,1082,1,240,119200
8400,810,1665,2,528,227000
11883,1504,1504,2,478,203000
5814,1360,1360,1,565,187500
10784,802,1472,2,402,160000
3013,1506,1506,2,440,213490
7024,1132,1132,1,451,176000
7406,1220,1220,2,632,194000
9439,912,1248,1,160,87000
3182,1504,1504,2,437,191000
15498,2898,2898,2,665,287000
7700,882,882,1,461,112500
9300,1264,1264,1,461,167500
9520,1646,1646,2,800,293077
9492,968,1376,1,240,105000
1680,672,1218,1,264,118000
7082,948,1928,2,0,160000
15863,1687,3082,2,672,197000
14541,1352,2520,2,796,310000
8125,1654,1654,2,900,230000
6305,954,954,1,240,119750
11500,845,845,1,290,84000
12898,1620,1620,2,912,315500
9240,1055,2263,2,905,287000
1533,798,1344,1,0,97000
1477,630,630,1,286,80000
13125,1803,1803,2,484,155000
9130,800,1632,1,484,173000
5381,1306,1306,2,624,196000
11839,1532,2329,2,514,262280
9600,2524,2524,2,542,278000
13680,1733,1733,2,452,139600
16056,1992,2868,3,716,556581
9245,990,990,1,672,145000
21750,1771,1771,1,336,115000
11100,930,930,1,308,84900
8993,1302,1302,2,436,176485
11175,1316,1316,2,440,200141
9500,1127,1977,1,540,165000
8562,1526,1526,1,364,144500
11367,1091,1989,2,586,255000
11361,1523,1523,2,478,180000
7052,1364,1364,2,484,185850
29959,979,1850,2,467,248000
11308,1130,2184,2,836,335000
11275,1096,1991,1,432,220000
4920,1338,1338,2,582,213500
18000,894,894,1,1248,81000
13600,1422,2337,2,560,90000
6000,1103,1103,1,440,110500
11000,1154,1154,1,480,154000
14000,1306,2260,2,533,328000
7837,799,1571,2,380,178000
9760,798,1611,1,442,167900
3964,1291,2521,2,576,151400
9600,893,893,1,576,135000
10152,1048,1048,1,286,135000
11700,829,1556,1,441,154000
7585,1002,1456,1,280,91500
7950,698,1426,1,440,159500
8556,1240,1240,2,826,194000
13125,960,1740,1,240,219500
10800,1096,1466,2,566,170000
15870,1096,1096,1,299,138800
4435,848,848,1,420,155900
8775,990,990,1,299,126000
11040,1258,1258,2,528,145000
7500,1040,1040,1,308,133000
8749,1459,1459,2,527,192000
8800,1251,1251,1,461,160000
13031,691,1498,2,409,187500
9069,996,996,1,564,147000
1974,546,1092,1,286,83500
10574,1082,1953,2,1043,252000
2522,970,1709,2,380,137500
3316,1247,1247,1,550,197000
8544,1040,1040,2,400,92900
2160,624,1252,2,462,160000
8400,1390,1694,2,576,136500
9230,1200,1200,1,884,146000
5868,936,936,1,308,129000
9317,1314,1314,2,440,176432
6882,773,1355,1,0,127000
3696,1088,1088,1,461,170000
6000,757,1324,1,240,128000
11880,1601,1601,2,478,157000
8400,438,438,1,246,60000
9758,950,950,1,280,119500
7000,1134,1134,1,254,135000
8910,1194,1194,1,539,159500
2016,630,1302,2,440,106000
12256,1500,2622,2,712,325000
10357,1442,1442,2,719,179900
23257,887,2021,2,422,274725
8063,948,1690,2,463,181000
11362,1836,1836,2,862,280000
8000,773,1658,2,431,188000
10480,1098,1964,2,483,205000
7100,816,816,1,308,129900
8923,1008,1008,1,240,134500
5400,833,833,1,326,117000
12085,1734,1734,2,928,318000
7750,779,1419,2,527,184100
9764,894,894,1,450,130000
13825,1021,1601,1,300,140000
7560,1040,1040,1,286,133700
8263,1012,1012,1,308,118400
10084,1552,1552,2,782,212900
8926,960,960,1,288,112000
9405,698,698,1,0,118000
9125,812,1482,2,392,163900
10434,1005,1005,1,672,115000
3684,1555,1555,2,660,174000
14572,1530,1530,2,630,259000
11796,847,1959,2,434,215000
7200,936,936,1,672,140000
7804,1328,1981,2,576,135000
10712,974,974,1,0,93500
9900,1178,2210,2,205,117500
9828,1142,2020,2,466,239500
8773,916,1600,2,460,169000
6180,986,986,1,180,102000
9600,1032,1252,1,288,119000
6342,780,1020,1,0,94000
9819,1567,1567,2,714,196000
8731,1167,1167,1,495,144000
7350,952,952,1,840,139000
10304,1088,1868,2,484,197500
9965,1466,2828,3,1052,424870
9000,1006,1006,1,0,80000
12180,672,924,1,280,80000
6240,1042,1576,1,225,149000
11200,1298,1298,2,403,180000
12000,860,1564,1,234,174500
5700,572,1111,1,288,116900
9000,832,1482,1,324,143000
8280,932,932,1,306,124000
17755,1466,1466,1,528,149900
14115,1811,1811,1,470,230000
5890,816,816,1,432,120500
13700,902,1820,1,492,201800
10768,1437,1437,2,528,218000
9350,1265,1265,2,502,179900
5001,1314,1314,2,626,230000
11932,1580,1580,2,830,235128
9120,943,1876,2,540,185000
2280,855,1456,2,440,146000
14778,1640,1640,1,924,224000
8724,894,894,1,450,129000
12900,1258,1258,0,400,108959
16157,1432,1432,1,588,194000
9541,1502,1502,2,644,233170
10475,1694,1694,2,776,245350
10852,959,1671,2,472,173000
13728,1236,2108,2,540,235000
35760,1831,3627,3,807,625000
9880,1118,1118,1,358,171000
9120,1261,1261,1,433,163000
4017,625,1250,2,625,171900
18030,1636,3086,3,0,200500
16560,1170,2345,2,360,239000
10678,2129,2872,2,541,285000
6951,923,923,1,264,119500
3950,818,1224,1,210,115000
7681,820,1343,1,186,154900
8335,1124,1124,1,0,93000
11170,1298,2514,2,693,250000
5587,1652,1652,2,482,392500
15623,2411,4476,3,813,745000
10800,1130,1130,1,720,120000
35133,1572,1572,1,995,186700
9738,949,1221,1,392,104900
10615,1014,1699,2,420,95000
12461,1624,1624,2,757,262000
8935,831,1660,2,493,195000
7500,1028,1804,2,442,189000
32463,1622,1622,1,1356,168000
2645,764,1441,2,492,174000
9600,842,1472,1,250,125000
4500,1224,1224,2,402,165000
9364,663,1352,1,299,158000
8029,728,1456,2,400,176000
14054,879,1863,2,660,219210
8850,815,1690,1,225,144000
9100,1212,1212,2,573,178000
11235,1382,1382,1,459,148000
9353,864,864,1,280,116050
10400,866,1779,2,546,197900
6000,884,1348,1,216,117000
9750,1630,1630,2,451,213000
10140,1074,1074,1,495,153500
14684,2196,2196,2,701,271900
8900,1056,1056,1,384,107000
9135,1700,1700,2,544,200000
7763,1283,1283,1,506,140000
10182,1660,1660,2,500,290000
11218,1055,1845,2,462,189000
12134,1080,1752,2,492,164000
9340,672,672,1,234,113000
10246,960,960,0,364,145000
10205,999,999,1,300,134500
7094,894,894,1,384,125000
8930,1318,1902,2,539,112000
8640,1314,1314,2,552,229456
6240,672,912,1,0,80500
1680,672,1218,1,0,91500
7800,912,912,1,288,115000
8250,1211,1211,1,322,134000
10496,1168,1846,2,315,143000
10680,2136,2136,2,528,137900
15384,788,1490,2,388,184000
10482,1138,1138,1,264,145000
14598,894,1933,2,668,214000
8872,912,912,1,576,147000
8769,1702,1702,1,1052,367294
7910,1507,1507,2,404,127000
18890,1361,2620,2,600,190000
7728,1190,1190,1,540,132500
9842,1224,1224,2,462,101800
12160,1188,1188,1,531,142000
8525,1024,1964,1,0,130000
13132,892,1784,1,180,138887
2628,764,1626,2,474,175500
12393,847,1948,2,434,195000
13072,1141,1141,1,484,142500
9037,1484,1484,2,472,265900
8158,884,1768,2,543,224900
9849,1689,1689,2,954,248328
10625,1173,1173,2,528,170000
13891,2076,2076,2,850,465000
11435,792,1517,1,400,230000
12090,1140,1868,3,477,178000
8125,756,1553,2,615,186500
12328,1034,1034,1,888,169900
9600,1134,2058,1,396,129500
7200,988,988,1,276,119000
11160,2110,2110,2,522,244000
3136,1405,1405,2,478,171750
9858,874,874,1,288,130000
17542,1516,2167,2,518,294000
6931,760,1656,2,397,165400
6240,959,1367,1,560,127500
14303,1987,1987,2,691,301500
4060,864,864,1,0,99900
9587,1166,1166,2,400,190000
9750,1054,1054,1,460,151000
24682,892,1675,2,502,181000
9600,1050,1050,1,338,128900
11250,1104,1788,1,304,161500
13515,1060,1824,1,520,180500
4060,1337,1337,2,511,181000
3735,713,1452,2,506,183900
10120,964,1889,1,308,122000
13214,2018,2018,2,746,378500
14100,1968,3447,3,1014,381000
11344,874,1524,1,315,144000
23595,1332,1524,0,586,260000
9156,1489,1489,2,462,185750
13526,935,935,1,288,137000
11512,1357,1357,1,312,177000
5362,661,1250,2,552,139000
11345,928,1920,2,400,137000
12936,735,1395,1,497,162000
17871,1724,1724,1,480,197900
9473,1128,2031,2,577,237000
7500,698,1128,1,528,68400
9808,1573,1573,2,544,227000
8049,1339,1339,2,484,180000
8800,1040,1040,2,484,150500
9400,912,1824,2,0,139000
9638,1699,2447,2,336,169000
6000,825,1412,1,280,132500
9790,1328,1328,1,528,143000
36500,1582,1582,2,390,190000
5664,1659,1659,2,499,278000
11065,1120,1970,2,753,281000
14112,1152,1152,1,484,180500
1680,630,1302,2,264,119500
6600,1378,2372,2,432,107500
10140,832,1664,2,528,162900
8172,864,864,1,572,115000
8400,1052,1052,1,288,138500
8700,1128,1128,2,525,155000
3675,1072,1072,2,525,140000
63887,4692,5642,2,1418,160000
7500,1246,1246,1,305,154000
10762,1005,1983,2,490,225000
7500,753,1494,1,213,177500
10120,1203,2526,2,844,290000
8688,1616,1616,2,834,232000
3363,976,1708,2,380,130000
13173,1652,1652,2,840,325000
6955,1368,1368,2,474,202500
8072,990,990,1,480,138000
12000,1122,1122,1,528,147000
7153,1294,1294,2,496,179200
17500,1902,1902,2,567,335000
8814,1274,1274,2,508,203000
9572,1453,2810,2,750,302000
14774,1422,2599,2,779,333168
8190,948,948,1,280,119000
11075,1092,2112,2,576,206900
10226,1630,1630,2,860,295493
4230,1352,1352,2,466,208900
14781,1787,1787,2,748,275000
10215,948,948,1,248,111000
8400,1478,1478,1,442,156500
6627,720,720,1,287,72500
10186,1061,1923,2,564,190000
5330,708,708,1,0,82500
9986,1795,1795,2,895,147000
3636,796,796,1,0,55000
4270,774,774,1,0,79000
6600,816,816,1,264,130500
10440,1584,2792,2,520,256000
9084,955,1632,2,462,176500
10000,1588,1588,2,825,227000
10780,954,954,1,576,132500
8877,816,816,1,288,100000
7200,803,1360,1,297,125500
2368,765,1365,1,440,125000
9650,1334,1334,2,630,167900
9246,1656,1656,2,506,135000
4118,693,693,1,0,52500
13450,920,1861,2,492,200000
9560,864,864,1,288,128500
8294,872,872,1,480,123000
13695,1114,1114,1,576,155000
9375,1284,2169,2,647,228500
7558,1172,1913,1,342,177000
11103,728,1456,2,440,155835
6000,960,960,1,308,108500
20781,2156,2156,2,508,262500
15306,1776,1776,2,712,283463
16196,1494,1494,2,514,215000
5250,938,2358,2,0,122000
11643,1338,2634,2,968,200000
9247,858,1716,1,490,171000
6000,786,1176,1,624,134900
14720,2053,3238,2,666,410000
10316,992,1865,2,839,235000
10192,1222,1920,3,487,170000
9477,892,892,1,264,110000
12537,1078,1078,1,500,149900
2117,769,1573,2,440,177500
16737,1980,1980,2,770,315000
9842,990,2601,3,621,189000
16158,1530,1530,2,430,260000
12513,1281,1738,2,368,104900
8499,616,1412,2,432,156932
3180,520,1200,2,480,144152
7500,814,1674,2,663,216000
9179,882,1790,2,588,193000
2665,925,1475,2,336,127000
4435,848,848,1,420,144000
10635,1668,1668,2,502,232000
5400,840,1374,1,338,105000
9600,1661,1661,1,377,165500
9750,1108,2097,2,583,274300
11400,2633,2633,2,804,466500
10625,1026,1958,2,936,250000
10991,1571,1571,2,722,239000
6292,790,790,1,160,91000
10998,984,1604,2,660,117000
1953,483,987,1,264,83000
9735,754,1394,2,400,167500
8212,864,864,1,200,58500
12925,2117,2117,2,550,237500
7200,998,1762,1,576,157000
25339,1416,1416,2,576,112000
9060,698,1258,1,280,105000
5436,796,1154,1,240,125500
16692,1392,2784,3,564,250000
8520,1664,2526,2,216,136000
14892,1746,1746,2,758,377500
6000,869,1218,1,440,131000
9100,1525,1525,2,541,235000
8944,1584,1584,2,792,124000
7838,900,900,1,288,123000
10800,1221,1912,2,672,163000
4045,1500,1500,2,648,246578
12665,1133,2482,2,642,281213
57200,1687,1687,1,572,160000
6120,939,1513,1,180,137500
7200,1136,1904,1,240,138000
6171,1160,1608,2,216,137450
6000,950,1158,1,208,120000
7415,864,1593,2,398,193000
6762,1294,1294,2,662,193879
15256,1464,1464,2,754,282922
10410,694,1214,1,936,105000
3842,1646,1646,2,482,275000
8445,768,768,1,396,133000
8780,833,833,1,0,112000
7740,741,1363,1,528,125500
20544,1236,2093,2,542,215000
12420,944,1840,2,622,230000
9600,1112,1668,1,271,140000
7200,1040,1040,2,420,90000
10994,1844,1844,2,620,257000
13053,1053,1848,1,370,207000
3635,1569,1569,2,660,175900
11340,1246,2290,2,560,122500
16545,1310,2450,2,1069,340000
9204,1144,1144,1,336,124000
16381,1844,1844,2,540,223000
11700,708,1416,2,776,179900
4043,1069,1069,2,440,127500
4435,848,848,1,420,136500
19690,1575,2201,2,432,274970
9503,1344,1344,1,484,144000
10721,1252,1252,1,528,142000
10944,1223,2127,2,525,271000
10930,1048,1558,1,288,140000
7200,804,804,1,240,119000
12546,1440,1440,2,467,182900
21930,734,1838,2,372,192140
4928,958,958,2,440,143750
10800,968,968,2,216,64500
10261,962,1792,2,451,186500
17400,1126,1126,2,484,160000
8400,1537,1537,1,462,174000
9000,864,864,1,528,120500
12444,1932,1932,2,774,394617
7407,1236,1236,1,923,149700
11584,1040,1725,2,550,197000
11526,1423,2555,2,672,191000
4426,848,848,1,420,149300
11003,1026,2007,2,812,310000
8854,952,952,1,192,121000
8500,1422,1422,2,626,179600
8400,913,913,1,240,129000
26142,1188,1188,1,312,157900
10000,1220,2090,2,556,240000
11767,796,1346,1,384,112000
1533,630,630,1,0,92000
9000,896,1792,2,0,136000
9262,1578,1578,2,840,287090
3675,1072,1072,1,525,145000
17217,1140,1140,1,0,84500
7500,1221,1221,2,400,185000
7917,953,1647,2,460,175000
13175,2073,2073,2,500,210000
9042,1188,2340,2,252,266500
9717,1078,1078,1,240,142125
9937,1256,1256,1,276,147500
